Vehicle_Make,Vehicle_Model,Vehicle_Year,Vehicle_Value,Severity,Damage_Type,Num_Vehicles_Involved,Road_Type,Time_Hour,Injuries,Repair_Cost,Medical_Cost,Total_Cost
Mazda,CX-5,2021,20891,3,Severe,1,Residential,22,2,25654,17351,46823
Honda,Accord,2018,10308,4,Total Loss,1,Residential,22,0,9792,61877,71500
Tesla,Model 3,2024,54778,3,Severe,4,Residential,7,8,74160,19378,158032
Jeep,Wrangler,2020,21914,4,Total Loss,3,Residential,3,1,20818,42402,98834
BMW,3 Series,2019,21251,1,Minor,3,Residential,9,0,4687,3429,12936
Nissan,Altima,2016,7949,4,Severe,2,Residential,5,1,18815,79350,127507
Subaru,Outback,2024,27532,1,Minor,1,Highway,7,0,3977,1043,6993
Tesla,Model Y,2022,46054,3,Severe,4,Urban,4,4,64738,19774,218867
Toyota,Camry,2020,16615,3,Severe,4,Rural,21,6,22975,17182,97916
Ford,F-150,2016,12653,4,Severe,1,Highway,21,1,24110,59017,106266
Nissan,Altima,2023,24201,1,Minor,3,Rural,13,0,3436,2640,8580
Honda,Civic,2017,8599,4,Severe,3,Rural,13,0,19127,138180,282040
Mazda,CX-5,2016,6636,2,Moderate,1,Residential,22,2,6692,9568,18123
Toyota,Corolla,2019,10405,1,Minor,4,Highway,13,0,2280,2754,13905
Ford,F-150,2021,34302,4,Total Loss,2,Urban,0,1,32586,69356,173555
Ford,F-150,2015,7029,1,Minor,1,Highway,16,0,2343,2499,5805
Ford,F-150,2016,9312,4,Total Loss,2,Residential,10,1,8846,89723,124002
Hyundai,Elantra,2015,4601,1,Minor,3,Urban,10,0,1845,1129,4527
Tesla,Model 3,2019,22621,3,Severe,3,Rural,1,6,39430,17180,107131
Tesla,Model Y,2020,29947,1,Minor,4,Highway,11,0,6890,1491,21652
Nissan,Altima,2018,8418,4,Total Loss,1,Highway,15,0,7997,92509,137637
Honda,Civic,2015,7252,2,Severe,4,Rural,14,8,18480,13234,60398
Ford,F-150,2018,21813,3,Moderate,4,Highway,21,0,12852,22056,93126
Hyundai,Elantra,2015,6101,4,Total Loss,3,Urban,0,3,5795,140724,330879
Mazda,CX-5,2021,20582,1,Minor,1,Urban,6,0,3249,1818,4739
Jeep,Wrangler,2023,33402,2,Severe,4,Residential,17,3,37045,9546,74144
Toyota,Corolla,2018,10066,1,Minor,4,Urban,16,0,2254,2404,8790
Tesla,Model 3,2019,19131,4,Total Loss,4,Highway,6,4,18174,83422,245134
Jeep,Wrangler,2015,10079,3,Severe,4,Urban,15,5,21652,37242,112211
Tesla,Model Y,2022,34871,3,Total Loss,1,Urban,4,1,33127,19703,83692
Mercedes-Benz,C-Class,2019,21660,4,Severe,4,Residential,2,5,35793,123244,342579
Tesla,Model 3,2018,18017,1,Minor,1,Highway,0,0,4743,2412,11891
Honda,Civic,2019,13609,1,Minor,2,Rural,6,0,2588,1886,6349
Mazda,CX-5,2022,22620,2,Severe,1,Residential,17,1,26536,7240,32560
Tesla,Model 3,2020,28057,4,Total Loss,3,Urban,14,0,26654,120100,277942
Chevrolet,Silverado,2021,38546,2,Minor,1,Rural,22,1,6125,10478,17492
Mazda,CX-5,2016,7177,3,Total Loss,2,Rural,5,2,6818,12946,35471
Tesla,Model Y,2020,28246,1,Minor,4,Highway,1,0,6584,1443,21465
Honda,Accord,2018,12302,3,Severe,2,Rural,2,1,21274,29306,88480
Honda,Accord,2023,24870,3,Severe,1,Highway,12,2,27683,42800,91306
BMW,3 Series,2024,35952,4,Total Loss,3,Rural,9,4,34154,117455,255134
Honda,Civic,2021,15058,3,Total Loss,2,Highway,3,3,14305,30051,83990
Jeep,Wrangler,2015,10290,3,Severe,1,Rural,1,2,21791,27272,58235
Mazda,CX-5,2020,16885,2,Moderate,2,Highway,2,0,9305,9413,44300
Honda,Accord,2021,23267,2,Severe,3,Rural,23,5,26866,11073,69449
Nissan,Altima,2021,18440,4,Total Loss,3,Residential,11,1,17518,75050,144983
Subaru,Outback,2017,10922,1,Minor,3,Urban,19,0,2482,3306,9394
Ford,F-150,2024,51419,1,Minor,4,Rural,10,0,7670,3441,18177
Honda,Accord,2022,26167,3,Severe,4,Highway,22,7,28345,43465,237596
Chevrolet,Silverado,2016,12833,4,Total Loss,1,Residential,14,1,12191,47559,63267
Tesla,Model 3,2019,18036,1,Minor,3,Residential,10,0,4746,2864,11805
Honda,Accord,2024,26837,2,Moderate,1,Urban,2,2,11843,6456,26527
Ford,F-150,2024,62489,4,Severe,4,Residential,12,2,59992,42936,154396
Toyota,Camry,2019,15426,1,Moderate,2,Highway,21,0,8702,3550,22710
Mercedes-Benz,C-Class,2023,36149,3,Total Loss,4,Rural,12,4,34341,22836,101525
BMW,3 Series,2020,26987,4,Total Loss,1,Rural,22,2,25637,106446,167510
Tesla,Model 3,2023,46659,2,Moderate,3,Highway,5,5,30195,7385,103318
Honda,Accord,2022,16464,2,Moderate,3,Highway,9,3,9198,4089,30160
Subaru,Outback,2016,8591,3,Total Loss,1,Residential,12,2,8161,32758,40998
Toyota,Camry,2016,6174,3,Moderate,1,Highway,22,2,6481,14406,35436
Nissan,Altima,2019,12667,3,Moderate,1,Rural,8,2,8040,28789,36178
Honda,Accord,2024,31777,4,Total Loss,2,Residential,2,2,30188,137949,227269
Toyota,Camry,2015,4813,2,Moderate,1,Residential,0,1,6155,5458,12063
Toyota,Camry,2024,28921,1,Minor,2,Highway,13,0,3813,2629,10661
Tesla,Model 3,2021,29852,2,Minor,3,Residential,7,5,6873,8689,19823
Tesla,Model Y,2020,31651,1,Minor,3,Urban,12,0,7197,1438,14325
Jeep,Wrangler,2023,32715,3,Severe,1,Highway,10,0,36591,21702,73103
BMW,3 Series,2022,33799,1,Minor,3,Rural,1,0,6569,2970,18086
Ford,F-150,2024,46698,4,Total Loss,2,Residential,11,2,44363,142933,206628
Tesla,Model Y,2020,26763,3,Severe,3,Urban,13,1,43904,24113,115961
Subaru,Outback,2023,27128,4,Total Loss,4,Highway,21,0,25771,42138,190584
Nissan,Altima,2021,16856,4,Total Loss,2,Rural,12,1,16013,63037,93995
Toyota,Corolla,2020,9517,3,Severe,2,Rural,15,1,19282,35265,78829
Mercedes-Benz,C-Class,2024,40233,3,Moderate,1,Highway,23,2,24311,37527,110644
Subaru,Outback,2018,13749,4,Total Loss,1,Urban,4,2,13061,57509,87282
Chevrolet,Silverado,2019,27829,4,Total Loss,1,Residential,2,1,26437,109911,171046
Tesla,Model Y,2020,30478,1,Minor,4,Residential,11,0,6986,1133,11857
Mazda,CX-5,2016,6846,2,Moderate,3,Residential,18,5,6745,7146,17858
Toyota,Camry,2022,22642,3,Total Loss,3,Urban,17,4,21509,31866,105111
Mercedes-Benz,C-Class,2021,30644,1,Moderate,3,Residential,19,0,19709,3535,32800
Hyundai,Elantra,2022,19178,2,Moderate,4,Highway,4,5,9315,13252,67476
Tesla,Model 3,2024,48258,2,Moderate,2,Rural,14,0,31059,12678,52847
BMW,3 Series,2019,17945,1,Moderate,1,Residential,9,0,13075,2803,16814
Toyota,Corolla,2021,13244,2,Moderate,4,Highway,5,3,7979,13251,72954
BMW,3 Series,2022,37770,4,Total Loss,1,Urban,22,0,35881,47874,119870
Mazda,CX-5,2018,12030,2,Minor,1,Residential,23,0,2522,7609,10938
Toyota,Corolla,2021,14591,1,Minor,4,Highway,14,0,2594,1345,10769
Subaru,Outback,2019,14362,1,Moderate,2,Rural,7,0,8877,2797,17714
Nissan,Altima,2019,12615,2,Moderate,2,Highway,11,1,8027,11155,36480
Hyundai,Elantra,2020,10961,4,Total Loss,4,Urban,21,0,10412,48151,116096
Mercedes-Benz,C-Class,2021,29366,4,Severe,1,Urban,23,0,43191,72437,154365
Hyundai,Elantra,2021,12698,4,Total Loss,3,Urban,7,6,12063,111878,253108
Honda,Accord,2021,16795,3,Total Loss,2,Urban,21,0,15955,42449,92428
Chevrolet,Silverado,2021,41254,2,Severe,4,Urban,22,5,44702,7698,140419
Jeep,Wrangler,2020,18456,2,Severe,1,Residential,14,0,27180,11960,39084
Ford,F-150,2021,31557,4,Total Loss,1,Rural,6,2,29979,127466,153199
Mercedes-Benz,C-Class,2024,44122,1,Minor,3,Rural,2,0,8559,2096,20755
Nissan,Altima,2023,21612,2,Minor,4,Highway,15,7,3228,9473,34526
Nissan,Altima,2016,6020,2,Moderate,3,Rural,12,3,6444,11957,26266
BMW,3 Series,2021,28900,1,Minor,1,Residential,5,0,5835,3009,10937
Toyota,Camry,2021,19055,2,Severe,2,Residential,23,1,24146,7658,45541
Hyundai,Elantra,2017,6163,4,Severe,4,Urban,2,8,17773,41512,140377
Ford,F-150,2019,17876,1,Minor,3,Urban,16,0,3645,3123,10218
Nissan,Altima,2022,21024,1,Minor,4,Residential,4,0,3181,1161,8986
Mazda,CX-5,2024,26632,2,Moderate,3,Urban,16,5,11791,13997,42296
Hyundai,Elantra,2019,8264,4,Severe,3,Rural,14,5,18718,41995,95216
Chevrolet,Silverado,2017,14462,4,Total Loss,2,Urban,15,2,13738,107156,153804
Chevrolet,Silverado,2023,49549,3,Severe,1,Highway,22,2,50675,24898,136404
Jeep,Wrangler,2019,17460,2,Severe,1,Urban,16,1,26523,8167,34641
Jeep,Wrangler,2016,9701,2,Severe,4,Rural,20,1,21402,13288,57123
Tesla,Model 3,2018,15961,1,Minor,3,Highway,12,0,4372,1375,12973
BMW,3 Series,2016,10806,1,Minor,1,Residential,4,0,3120,1888,6085
Hyundai,Elantra,2019,10197,3,Severe,3,Highway,13,3,19588,29753,96217
Mercedes-Benz,C-Class,2023,36791,3,Moderate,3,Urban,2,2,22659,31862,125135
Mercedes-Benz,C-Class,2018,17758,1,Minor,4,Residential,3,0,4341,2821,15042
BMW,3 Series,2019,19558,1,Moderate,1,Urban,2,0,13801,1507,22128
Chevrolet,Silverado,2015,15477,3,Total Loss,2,Residential,0,1,14703,34836,70186
Chevrolet,Silverado,2020,25530,3,Severe,4,Urban,14,0,33381,43234,167391
Mazda,CX-5,2015,6508,2,Minor,2,Residential,1,3,2053,9717,15979
BMW,3 Series,2019,19981,2,Minor,1,Residential,1,0,4497,12704,16247
Mercedes-Benz,C-Class,2017,13209,4,Total Loss,4,Rural,4,3,12548,138340,302326
Jeep,Wrangler,2023,30463,1,Minor,1,Urban,22,0,4850,2311,10059
Honda,Civic,2017,8208,2,Moderate,3,Residential,23,3,6969,8872,25670
Toyota,Camry,2018,8769,2,Minor,3,Highway,23,0,2201,11439,32717
Hyundai,Elantra,2020,11661,2,Severe,1,Urban,10,1,20247,13615,33744
Tesla,Model 3,2019,23904,4,Severe,3,Urban,22,2,40816,97495,294001
Tesla,Model Y,2024,48093,4,Severe,4,Urban,21,1,66940,51654,280801
Subaru,Outback,2018,11558,4,Severe,2,Urban,14,2,21241,65840,117959
Honda,Accord,2023,31922,3,Severe,1,Highway,23,2,31280,35704,113876
Subaru,Outback,2016,8444,4,Total Loss,1,Highway,8,0,8021,128715,186116
BMW,3 Series,2019,18073,3,Moderate,3,Rural,12,0,13132,15287,58186
Mercedes-Benz,C-Class,2018,16240,3,Moderate,1,Rural,15,1,12795,28441,52859
Mazda,CX-5,2021,20006,4,Total Loss,1,Residential,16,2,19005,76499,77806
Mazda,CX-5,2020,13710,4,Severe,4,Highway,9,6,21992,112239,335438
Mercedes-Benz,C-Class,2022,34703,4,Severe,3,Residential,13,5,48314,113436,233277
BMW,3 Series,2017,13588,3,Moderate,4,Residential,5,5,11114,13260,57061
Nissan,Altima,2017,6442,3,Moderate,4,Rural,9,8,6546,27831,67158
Tesla,Model 3,2023,43899,3,Severe,3,Rural,17,0,62410,37257,139254
Subaru,Outback,2019,15809,4,Total Loss,1,Residential,12,0,15018,109809,131030
Hyundai,Elantra,2022,20172,1,Minor,4,Rural,21,0,3012,3383,13086
Toyota,Corolla,2019,9450,4,Total Loss,3,Highway,18,4,8977,61031,161455
Tesla,Model Y,2021,30809,3,Moderate,2,Urban,7,2,21636,13895,57161
Ford,F-150,2024,54186,2,Moderate,1,Rural,9,1,24506,6869,30838
Honda,Accord,2022,23236,3,Severe,1,Rural,23,0,26850,27020,64867
Toyota,Corolla,2020,12602,2,Moderate,3,Residential,23,6,7835,9250,26998
BMW,3 Series,2016,10963,2,Moderate,4,Residential,21,8,9933,8374,30377
Honda,Civic,2023,20119,4,Severe,4,Highway,15,5,24657,49133,162506
Honda,Civic,2023,25021,4,Total Loss,1,Rural,11,0,23769,139376,180685
Toyota,Corolla,2022,13646,4,Total Loss,3,Residential,19,6,12963,143006,213888
Honda,Civic,2020,10648,2,Moderate,4,Residential,1,8,7555,6799,28890
Mercedes-Benz,C-Class,2021,27190,1,Minor,2,Urban,4,0,5850,3496,18170
Chevrolet,Silverado,2019,20383,3,Severe,1,Urban,5,0,29675,27474,81390
Hyundai,Elantra,2023,16533,3,Severe,1,Rural,17,1,22439,28270,59776
BMW,3 Series,2018,14534,3,Severe,3,Rural,19,6,28080,41216,121842
Mercedes-Benz,C-Class,2024,53564,3,Severe,3,Residential,10,1,66421,21043,133636
Honda,Civic,2020,16630,1,Minor,2,Residential,19,0,2830,3352,6234
Toyota,Corolla,2024,23157,3,Severe,4,Rural,9,3,25420,18791,94591
Subaru,Outback,2017,10726,2,Moderate,2,Residential,1,3,7896,5731,19629
Honda,Civic,2019,12909,3,Severe,4,Urban,11,3,21196,36448,115258
Honda,Accord,2021,19486,2,Severe,3,Residential,12,2,24937,6564,39456
Mercedes-Benz,C-Class,2020,28964,1,Minor,1,Highway,5,0,6134,3489,12798
Mazda,CX-5,2024,30811,2,Minor,4,Urban,0,8,4118,13463,46671
BMW,3 Series,2020,24087,2,Moderate,3,Urban,23,4,15839,10647,48031
Mercedes-Benz,C-Class,2018,19268,4,Total Loss,1,Residential,21,0,18304,46210,55397
BMW,3 Series,2019,16501,1,Minor,3,Residential,5,0,3975,3113,10532
Honda,Accord,2024,24746,4,Total Loss,2,Rural,22,2,23508,142652,278697
Toyota,Camry,2019,14501,3,Severe,3,Residential,2,5,21960,34081,106661
BMW,3 Series,2021,33342,4,Severe,2,Rural,6,3,45007,53686,115438
Hyundai,Elantra,2023,17886,2,Minor,3,Residential,23,1,2841,5732,17036
Chevrolet,Silverado,2023,29097,3,Severe,1,Rural,23,1,35949,36264,102721
Tesla,Model 3,2020,25193,2,Moderate,3,Rural,15,0,18604,9453,43004
Honda,Accord,2020,14574,4,Severe,2,Highway,0,1,22432,89815,255843
Honda,Accord,2020,17250,4,Total Loss,1,Residential,22,1,16387,129819,182037
Ford,F-150,2017,18278,2,Severe,2,Highway,12,3,28160,11176,72660
Jeep,Wrangler,2015,9465,2,Moderate,1,Rural,14,2,8123,13218,24446
Mercedes-Benz,C-Class,2015,11969,3,Severe,4,Residential,14,4,26490,16892,90566
Hyundai,Elantra,2017,6818,4,Total Loss,2,Urban,6,0,6477,69578,102515
Nissan,Altima,2020,13857,3,Total Loss,4,Rural,8,1,13164,29633,92507
Hyundai,Elantra,2020,13991,3,Moderate,3,Rural,17,2,8147,30647,66430
Tesla,Model 3,2020,24142,2,Severe,2,Highway,4,2,41073,9112,104763
Jeep,Wrangler,2019,18797,2,Moderate,2,Residential,19,3,11203,6621,20029
Tesla,Model Y,2023,55157,1,Minor,2,Residential,21,0,11428,2692,18785
Mazda,CX-5,2023,26693,3,Total Loss,1,Residential,17,1,25358,16237,34724
BMW,3 Series,2024,46516,2,Moderate,3,Urban,3,0,25932,8725,63529
Ford,F-150,2022,37426,3,Severe,1,Residential,8,1,41946,24967,61541
Honda,Accord,2015,8743,2,Moderate,3,Residential,19,2,7229,9859,24045
Subaru,Outback,2023,26218,2,Minor,4,Highway,1,7,3859,5333,27324
Jeep,Wrangler,2015,10325,1,Minor,3,Highway,19,0,2635,1733,9575
Tesla,Model 3,2019,23690,3,Moderate,2,Rural,19,3,17792,44898,88419
Mazda,CX-5,2019,14900,3,Moderate,2,Residential,18,0,8799,23850,44657
Toyota,Corolla,2020,9970,3,Total Loss,4,Urban,21,6,9471,29244,87284
Hyundai,Elantra,2018,8833,1,Minor,2,Highway,14,0,2162,1514,6760
Mercedes-Benz,C-Class,2019,21083,3,Severe,1,Rural,17,0,35239,31805,69924
Toyota,Corolla,2018,7762,3,Severe,4,Rural,13,5,18492,39292,120419
Mazda,CX-5,2019,15185,3,Moderate,1,Residential,9,2,8872,15756,23042
Tesla,Model Y,2024,59226,3,Moderate,3,Urban,19,3,36982,41818,133682
Mercedes-Benz,C-Class,2015,10145,3,Severe,1,Highway,16,2,24739,34121,85606
Chevrolet,Silverado,2024,45236,2,Moderate,1,Highway,10,1,21284,14047,40818
Mercedes-Benz,C-Class,2018,18500,1,Minor,1,Urban,18,0,4460,1135,6911
Chevrolet,Silverado,2020,34317,3,Severe,3,Rural,20,4,39708,20125,89818
Mazda,CX-5,2024,24534,2,Minor,2,Residential,2,3,3585,7021,14705
Mercedes-Benz,C-Class,2021,26525,1,Minor,1,Highway,22,0,5744,3350,14646
BMW,3 Series,2018,13524,2,Minor,1,Rural,15,0,3528,13450,17197
Hyundai,Elantra,2018,9965,4,Total Loss,1,Residential,6,2,9466,110032,112565
Mercedes-Benz,C-Class,2020,29488,4,Total Loss,4,Highway,7,5,28013,59131,218762
Tesla,Model Y,2024,59398,3,Severe,4,Urban,11,3,79149,13666,184296
Mercedes-Benz,C-Class,2023,34258,4,Severe,4,Rural,17,4,47887,89664,269499
Toyota,Camry,2019,11613,1,Minor,3,Highway,4,0,2429,2426,11105
Toyota,Corolla,2016,7278,3,Moderate,2,Urban,2,0,6637,35921,69119
Honda,Accord,2019,10920,3,Moderate,2,Residential,19,3,7784,22090,43795
Honda,Accord,2016,6205,3,Severe,1,Highway,2,2,18164,13425,55815
BMW,3 Series,2017,12111,2,Moderate,2,Rural,22,2,10449,13837,33879
Honda,Accord,2019,14288,1,Minor,4,Highway,21,0,2714,1041,9753
Honda,Accord,2023,31619,2,Minor,1,Urban,1,2,4187,11521,17704
Subaru,Outback,2021,16682,1,Minor,3,Highway,9,0,3001,3283,14449
Toyota,Corolla,2021,13174,4,Severe,2,Urban,13,3,20928,106946,206770
Chevrolet,Silverado,2016,11292,3,Total Loss,3,Urban,10,2,10727,28086,71670
Mercedes-Benz,C-Class,2023,50801,3,Severe,4,Highway,0,5,63768,37422,295573
Mazda,CX-5,2017,9918,2,Minor,3,Rural,15,1,2343,11655,22119
Honda,Civic,2017,9596,1,Moderate,3,Rural,21,0,7303,1073,12863
Chevrolet,Silverado,2015,14806,3,Severe,3,Rural,15,2,25660,20315,91981
Honda,Accord,2017,7092,1,Minor,4,Urban,15,0,2102,2256,10440
Tesla,Model Y,2023,43814,1,Moderate,1,Highway,23,0,28659,2666,49018
Chevrolet,Silverado,2022,23245,2,Moderate,1,Highway,2,2,13368,12325,35782
Tesla,Model 3,2023,37591,3,Severe,4,Highway,8,3,55598,22642,167625
Mazda,CX-5,2024,30937,1,Minor,1,Highway,3,0,4129,2603,10886
Hyundai,Elantra,2018,10078,3,Severe,1,Highway,2,0,19535,15870,50689
Toyota,Camry,2019,11921,4,Severe,3,Highway,20,6,20722,60622,204377
Honda,Accord,2016,6237,1,Moderate,4,Rural,4,0,6590,2920,23265
Jeep,Wrangler,2024,44495,1,Minor,3,Urban,22,0,6394,2460,18502
Jeep,Wrangler,2020,22227,3,Severe,2,Residential,21,0,29669,35869,77033
Mazda,CX-5,2018,10692,1,Minor,4,Urban,17,0,2408,1698,9114
Honda,Accord,2023,21516,3,Total Loss,4,Rural,8,8,20440,27206,95586
Ford,F-150,2019,23412,4,Total Loss,2,Rural,12,1,22241,106880,173290
Subaru,Outback,2022,23577,1,Minor,4,Rural,17,0,3621,3416,11926
Hyundai,Elantra,2024,27954,1,Minor,3,Highway,17,0,3596,3590,17188
Honda,Civic,2015,5291,2,Moderate,4,Rural,6,7,6269,13384,41423
Jeep,Wrangler,2023,35298,3,Severe,3,Urban,2,0,38296,18856,112296
Honda,Civic,2015,6432,4,Total Loss,1,Urban,4,1,6110,95663,156547
Honda,Civic,2016,5726,1,Moderate,4,Rural,9,0,6374,1165,15759
Hyundai,Elantra,2024,27529,2,Moderate,4,Highway,5,7,11194,6461,48743
Toyota,Camry,2018,8623,3,Total Loss,1,Highway,22,0,8191,23290,46643
Mazda,CX-5,2021,15253,4,Severe,3,Residential,5,3,22779,60000,161020
Honda,Accord,2017,8215,3,Total Loss,3,Residential,10,5,7804,23045,51940
Nissan,Altima,2017,6978,1,Minor,2,Urban,15,0,2058,3422,8462
Tesla,Model 3,2022,33347,2,Moderate,2,Residential,10,0,23007,11503,39059
Honda,Civic,2016,6432,3,Severe,1,Residential,15,1,18087,33023,53518
Ford,F-150,2021,22114,1,Minor,3,Rural,1,0,4153,1695,12641
Toyota,Corolla,2021,13049,2,Moderate,2,Highway,5,0,7936,14211,41221
Toyota,Corolla,2016,4912,3,Severe,4,Highway,22,7,17210,29331,142912
Mercedes-Benz,C-Class,2015,10347,3,Total Loss,3,Urban,8,5,9829,23307,56776
Subaru,Outback,2024,36599,3,Total Loss,4,Residential,1,1,34769,43130,143952
Tesla,Model 3,2020,25285,4,Total Loss,1,Urban,2,2,24020,44746,105511
Hyundai,Elantra,2015,4597,2,Severe,3,Rural,16,0,17068,11465,45687
Chevrolet,Silverado,2021,34341,1,Minor,3,Residential,22,0,5620,1561,13954
Tesla,Model 3,2024,43761,4,Severe,3,Highway,12,1,62261,48923,275692
Subaru,Outback,2018,11890,4,Total Loss,4,Residential,11,7,11295,47947,96702
Tesla,Model Y,2023,53627,4,Severe,1,Highway,5,1,72917,95926,292160
Nissan,Altima,2021,18004,2,Minor,3,Residential,17,5,2940,7238,13107
Tesla,Model Y,2021,37971,2,Severe,2,Rural,11,1,56008,9282,87766
BMW,3 Series,2022,27442,1,Minor,1,Urban,8,0,5616,1554,7453
Honda,Civic,2021,15420,1,Minor,4,Highway,9,0,2733,3120,16512
Hyundai,Elantra,2018,7831,1,Minor,2,Residential,7,0,2087,1098,3283
Mazda,CX-5,2020,16667,3,Severe,1,Urban,16,2,23500,27340,65280
Honda,Civic,2022,21350,4,Total Loss,4,Rural,17,7,20282,131508,272077
Mazda,CX-5,2022,21133,2,Moderate,2,Rural,13,3,10388,4560,21414
Subaru,Outback,2017,9980,2,Severe,3,Rural,22,2,20389,8352,48387
Nissan,Altima,2023,18297,2,Minor,1,Urban,22,2,2963,12561,18661
Mazda,CX-5,2018,10865,3,Total Loss,4,Residential,10,2,10321,30367,67533
Hyundai,Elantra,2023,15886,1,Minor,2,Rural,1,0,2691,2009,8052
Honda,Accord,2020,14051,2,Moderate,3,Urban,16,3,8583,8531,33271
Subaru,Outback,2020,13449,4,Total Loss,4,Rural,2,1,12776,105970,322935
Chevrolet,Silverado,2015,13896,4,Total Loss,2,Highway,1,4,13201,40141,114078
Tesla,Model 3,2018,17459,3,Severe,1,Rural,2,1,33855,18659,76174
Ford,F-150,2020,30076,1,Minor,4,Urban,19,0,5109,1506,14272
BMW,3 Series,2015,11711,4,Total Loss,2,Rural,10,4,11125,87726,141064
Ford,F-150,2017,14593,2,Minor,4,Residential,15,1,3251,11491,28473
Mazda,CX-5,2021,16640,1,Minor,3,Residential,23,0,2914,2667,9439
Jeep,Wrangler,2017,10242,3,Severe,3,Residential,22,5,21759,14454,72428
Ford,F-150,2023,54914,3,Moderate,3,Urban,0,3,24769,36605,148973
Honda,Civic,2019,8898,4,Severe,4,Rural,12,2,19271,107836,271891
Chevrolet,Silverado,2019,17022,3,Severe,2,Residential,16,3,27255,44162,74671
Hyundai,Elantra,2023,17413,1,Minor,1,Highway,2,0,2805,2302,7474
Honda,Civic,2021,15629,2,Minor,2,Urban,19,1,2750,9123,19326
Tesla,Model Y,2022,41800,1,Minor,3,Rural,20,0,9024,2678,18990
Tesla,Model 3,2018,16792,1,Minor,2,Residential,2,0,4522,1772,8197
Tesla,Model 3,2020,28500,4,Severe,1,Rural,1,2,45780,83275,152700
Chevrolet,Silverado,2019,23185,4,Total Loss,3,Rural,2,4,22025,118023,291991
Chevrolet,Silverado,2016,15527,1,Minor,4,Rural,1,0,3363,2517,12764
Hyundai,Elantra,2016,7095,1,Minor,2,Urban,9,0,2032,1003,4560
Toyota,Corolla,2021,12914,1,Minor,2,Highway,23,0,2468,2309,9651
Toyota,Camry,2017,10488,2,Minor,1,Highway,2,0,2339,8853,20059
Honda,Civic,2020,12468,4,Severe,4,Urban,16,6,20984,106503,245383
Toyota,Corolla,2024,28000,2,Minor,3,Residential,2,4,3600,11812,26274
Subaru,Outback,2016,8915,1,Minor,3,Highway,13,0,2302,3189,10892
Toyota,Corolla,2019,9483,1,Minor,3,Rural,13,0,2211,2030,7399
Tesla,Model 3,2019,18500,2,Minor,4,Rural,16,6,4830,8996,25210
Ford,F-150,2020,24737,2,Moderate,2,Residential,8,0,13905,7078,26739
Mazda,CX-5,2024,28896,2,Severe,4,Rural,5,4,29736,7466,86580
Mercedes-Benz,C-Class,2022,39705,1,Minor,3,Rural,21,0,7852,3139,18022
Tesla,Model Y,2023,45225,2,Severe,3,Rural,0,5,63843,10981,159113
Ford,F-150,2016,14991,4,Total Loss,2,Urban,6,4,14241,48659,103487
Tesla,Model 3,2021,30075,3,Moderate,3,Rural,8,4,21240,34192,103295
Toyota,Corolla,2022,18291,4,Total Loss,4,Rural,3,0,17376,52213,190941
Honda,Civic,2016,8524,4,Total Loss,4,Rural,4,8,8097,47942,118511
Honda,Civic,2015,5539,4,Total Loss,2,Rural,19,0,5262,96901,119294
Honda,Civic,2016,5221,2,Moderate,1,Residential,3,0,6253,6434,15778
Tesla,Model 3,2018,19866,1,Minor,2,Rural,9,0,5075,2805,10991
Jeep,Wrangler,2020,20657,4,Total Loss,3,Highway,3,4,19624,133266,394953
Honda,Civic,2015,4449,2,Minor,2,Urban,14,4,1855,8435,12658
Toyota,Camry,2024,28625,4,Severe,1,Highway,10,2,28740,74647,145014
Mercedes-Benz,C-Class,2017,14519,3,Total Loss,3,Residential,16,1,13793,17784,44047
Subaru,Outback,2022,26181,1,Minor,4,Urban,0,0,3856,2747,16029
Mazda,CX-5,2015,6302,3,Severe,4,Urban,0,4,18214,37819,164664
Honda,Accord,2015,6166,2,Moderate,2,Rural,12,2,6572,5876,16952
Jeep,Wrangler,2017,13165,1,Minor,2,Urban,4,0,2948,2083,9168
Toyota,Camry,2024,20465,3,Moderate,1,Rural,21,2,9911,43011,63017
BMW,3 Series,2017,11616,1,Moderate,2,Rural,4,0,10227,2298,22511
BMW,3 Series,2016,13970,2,Severe,2,Highway,12,4,27573,11976,63406
Tesla,Model Y,2021,33784,1,Moderate,3,Rural,11,0,23243,3052,45757
Ford,F-150,2023,42570,4,Total Loss,4,Highway,21,5,40441,100941,393088
BMW,3 Series,2018,18756,3,Severe,3,Rural,6,5,31880,28579,118869
Hyundai,Elantra,2020,11887,2,Moderate,2,Residential,8,3,7674,11162,24046
Hyundai,Elantra,2024,19116,2,Moderate,1,Rural,3,1,9301,4261,15050
Ford,F-150,2015,10207,4,Total Loss,4,Urban,12,0,9696,100249,251301
Jeep,Wrangler,2020,23176,2,Moderate,3,Rural,1,6,12648,8674,46522
Tesla,Model Y,2022,33410,1,Minor,2,Residential,9,0,7513,3455,12698
Tesla,Model 3,2018,19231,3,Severe,1,Urban,8,2,35769,28920,72189
Tesla,Model 3,2018,17167,2,Minor,1,Highway,5,1,4590,5228,16620
Mazda,CX-5,2024,34545,3,Severe,1,Highway,20,0,32617,25858,86313
Mercedes-Benz,C-Class,2021,31952,2,Moderate,1,Residential,14,0,20336,10250,23798
BMW,3 Series,2021,26058,3,Moderate,1,Residential,11,0,16726,44265,63148
Nissan,Altima,2016,5491,1,Minor,1,Highway,9,0,1939,1520,4061
